TrialNumber,NumberOfRows,NumberOfColumns,NumberOfPlots,FieldSize,NAProportion,NAMaximumClusterSize,NAMeanClusterSize,NANumberClusters,NAProportionMaximumClusterSize,NAProportionMeanClusterSize,NAProportionNumberClusters,Simulated_GRFTypePatch0,Simulated_GRFsigmaPatch0,Simulated_GRFrhorPatch0,Simulated_GRFrhocPatch0,Simulated_GRFphiPatch0,Simulated_GRFTypePatch1,Simulated_GRFsigmaPatch1,Simulated_GRFrhorPatch1,Simulated_GRFrhocPatch1,Simulated_GRFphiPatch1,Simulated_BFSimulatedPatches,Estimated_TimeTree,Estimated_NumberOfPatchesIdentified,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesIdentified,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesIdentified,Estimated_TimeIdentification,Estimated_NumberOfPatchesLocalAuthenticated,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalAuthenticated,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalAuthenticated,Estimated_TimeLocalAuthentication,Estimated_NumberOfPatchesLocalVerified,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalVerified,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalVerified,Estimated_TimeLocalVerification,Estimated_IterationsLocal,Estimated_NumberOfPatchesGlobalAuthenticated,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalAuthenticated,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalAuthenticated,Estimated_TimeGlobalAuthentication,Estimated_NumberOfPatchesGlobalVerified,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalVerified,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalVerified,Estimated_TimeGlobalVerification,Estimated_IterationsGlobal,Estimated_NumberOfPatchesFinalAuthenticatedAnecdotal,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedAnecdotal,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedAnecdotal,Estimated_TimeFinalAuthenticationAnecdotal,Estimated_NumberOfPatchesFinalVerifiedAnecdotal,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedAnecdotal,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedAnecdotal,Estimated_TimeFinalVerificationAnecdotal,Estimated_IterationsFinalAnecdotal,Estimated_NumberOfPatchesFinalAuthenticatedModerate,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedModerate,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedModerate,Estimated_TimeFinalAuthenticationModerate,Estimated_NumberOfPatchesFinalVerifiedModerate,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedModerate,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedModerate,Estimated_TimeFinalVerificationModerate,Estimated_IterationsFinalModerate,Estimated_NumberOfPatchesFinalAuthenticatedStrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedStrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedStrong,Estimated_TimeFinalAuthenticationStrong,Estimated_NumberOfPatchesFinalVerifiedStrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedStrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedStrong,Estimated_TimeFinalVerificationStrong,Estimated_IterationsFinalStrong,Estimated_NumberOfPatchesFinalAuthenticatedVerystrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedVerystrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedVerystrong,Estimated_TimeFinalAuthenticationVerystrong,Estimated_NumberOfPatchesFinalVerifiedVerystrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedVerystrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedVerystrong,Estimated_TimeFinalVerificationVerystrong,Estimated_IterationsFinalVerystrong,Estimated_NumberOfPatchesFinalAuthenticatedDecisive,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedDecisive,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedDecisive,Estimated_TimeFinalAuthenticationDecisive,Estimated_NumberOfPatchesFinalVerifiedDecisive,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedDecisive,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedDecisive,Estimated_TimeFinalVerificationDecisive,Estimated_IterationsFinalDecisive
Trial4,9,10,90,90,0.2333333333333333,9.0,2.333333333333333,21,0.1,0.0259259259259259,0.2333333333333333,AR1c,8.157324812499084,0.0,0.5490534628271356,0.0,AR1rp,9.77726017540885,0.5845290893701869,0.0,0.774160274593456,9.388946067450805,275.4096775390208,4,0.6444444444444444,0.9333333333333332,0.15789652802050114,4,0.6444444444444444,0.9333333333333332,108.21882949769497,4,0.6555555555555556,0.9333333333333332,0.01387263834476471,1,3,0.4555555555555556,0.7777777777777778,209.93606614507735,3,0.4555555555555556,0.7777777777777778,0.26958309672772884,1,2,0.6222222222222222,0.6222222222222222,273.98737232387066,2,0.6222222222222222,0.6222222222222222,0.19566895067691803,1,2,0.6222222222222222,0.6222222222222222,282.4532531350851,2,0.6222222222222222,0.6222222222222222,0.21128706261515617,1,2,0.6222222222222222,0.6222222222222222,302.994356110692,2,0.6222222222222222,0.6222222222222222,0.1980847418308258,1,2,0.6222222222222222,0.6222222222222222,298.2841708995402,2,0.6222222222222222,0.6222222222222222,0.639594554901123,1,2,0.6222222222222222,0.6222222222222222,257.0904819518328,2,0.6222222222222222,0.6222222222222222,0.17660482600325622,1
Trial71,14,8,112,112,0.0089285714285714,1.0,1.0,1,0.0089285714285714,0.0089285714285714,0.0089285714285714,IID,9.330993286530408,0.0,0.0,0.0,AR1rcp,17.67246286080881,0.989955704970597,0.999999,0.3560575228230897,6.083029565000771,396.0720684230328,8,0.3482142857142857,0.8125,0.1531112194060711,6,0.3839285714285714,0.8214285714285714,3472.935860557482,5,0.4642857142857143,0.8035714285714286,0.018267503007791674,3,5,0.3660714285714286,0.8125,2185.3887297790498,5,0.3660714285714286,0.8125,0.018431849777698517,2,2,0.5982142857142857,0.5982142857142857,40859.89338446036,2,0.5446428571428572,0.5446428571428572,38.382556233562354,100,2,0.5982142857142857,0.5982142857142857,35208.59607577324,2,0.5446428571428572,0.5446428571428572,41.409934155642986,100,2,0.5982142857142857,0.5982142857142857,36015.33588986471,2,0.5446428571428572,0.5446428571428572,34.746532052755356,100,2,0.5982142857142857,0.5982142857142857,37250.28709054738,2,0.5446428571428572,0.5446428571428572,39.70726516470313,100,2,0.5982142857142857,0.5982142857142857,33874.91901772842,2,0.5446428571428572,0.5446428571428572,33.16904139891267,100
Trial39,8,16,128,128,0.1015625,3.0,1.625,13,0.0234375,0.0126953125,0.1015625,AR1rcp,15.48982583770145,0.9861888073765966,0.3864121999631894,0.7406912176710286,AR1rcp,9.627162607024973,0.8322035219512353,0.6731948666648762,0.6396837197551157,19.1764915871816,667.701610499993,8,0.34375,0.8828125,0.5088325832039118,6,0.421875,0.890625,2837.033883480355,6,0.421875,0.8828125,0.020273951813578606,3,4,0.484375,0.8828125,2150.7585134673864,4,0.484375,0.8828125,0.017733033746480942,2,2,0.59375,0.59375,1035.2470585480332,2,0.59375,0.59375,0.013793740421533585,2,2,0.59375,0.59375,1005.1795246303082,2,0.59375,0.59375,0.01525280624628067,2,2,0.6015625,0.6015625,1330.8913830854,2,0.6015625,0.6015625,0.014772426336776334,3,2,0.6015625,0.6015625,1506.2344007641077,2,0.6015625,0.6015625,0.01603949069999544,3,2,0.6015625,0.6015625,1622.7910593263805,2,0.6015625,0.6015625,0.014814529567956924,3
Trial84,9,12,108,108,0.0092592592592592,1.0,1.0,1,0.0092592592592592,0.0092592592592592,0.0092592592592592,IID,7.918381309315269,0.0,0.0,0.0,AR1c,8.669518679254598,0.0,0.8205810758023941,0.0,16.263148830004212,548.972663955763,4,0.6666666666666667,0.9074074074074074,0.7439664080739021,3,0.537037037037037,0.7222222222222222,1944.8417690005153,5,0.4722222222222222,0.7037037037037037,0.014727866277098656,3,2,0.6851851851851851,0.6851851851851851,639.9030832573771,2,0.6851851851851851,0.6851851851851851,0.011931663378618396,2,2,0.6851851851851851,0.6851851851851851,438.0848566889763,2,0.6851851851851851,0.6851851851851851,0.021763704717216115,1,2,0.6851851851851851,0.6851851851851851,270.3866281695664,2,0.6851851851851851,0.6851851851851851,0.020747583359479904,1,2,0.6851851851851851,0.6851851851851851,268.0574253536761,2,0.6851851851851851,0.6851851851851851,0.02259809523820877,1,2,0.6851851851851851,0.6851851851851851,273.45943128690124,2,0.6851851851851851,0.6851851851851851,0.02886611968278885,1,2,0.6851851851851851,0.6851851851851851,273.1304464787245,2,0.6851851851851851,0.6851851851851851,0.02056935429573059,1
Trial29,7,16,112,112,0.0,,,0,,,0.0,AR1rc,8.964151137964464,0.6012335228711039,0.7267825987406087,0.0,IID,12.1507771666137,0.0,0.0,0.0,44.54010168278133,387.4605663642287,6,0.4017857142857143,0.8035714285714286,0.2032164614647627,4,0.5803571428571428,0.8839285714285714,2586.568493740633,5,0.4910714285714286,0.8392857142857143,0.01690151728644196,3,3,0.5892857142857143,0.7589285714285714,632.4519309494649,3,0.5892857142857143,0.7589285714285714,0.015439994633197784,2,2,0.7767857142857143,0.7767857142857143,327.62390330433846,2,0.7767857142857143,0.7767857142857143,0.016449719667434692,2,2,0.7767857142857143,0.7767857142857143,365.2767090573907,2,0.7767857142857143,0.7767857142857143,0.014170892536583324,2,2,0.7767857142857143,0.7767857142857143,318.6613437458873,2,0.7767857142857143,0.7767857142857143,0.013937827199697495,2,2,0.7767857142857143,0.7767857142857143,338.906031884253,2,0.7767857142857143,0.7767857142857143,0.01387651264667511,2,2,0.7767857142857143,0.7767857142857143,285.52259370684624,2,0.7767857142857143,0.7767857142857143,0.013918180018663406,2
Trial25,4,16,64,64,0.0,,,0,,,0.0,IID,13.05686352071442,0.0,0.0,0.0,IID,11.566963384111,0.0,0.0,0.0,1.05305949632573,174.13123024441302,4,0.5,0.84375,0.06512952409684658,4,0.5,0.84375,122.19039825722575,4,0.5,0.84375,0.020979879423975945,1,3,0.484375,0.703125,357.7304624821991,3,0.484375,0.703125,0.016884000971913338,2,2,0.703125,0.703125,108.28029127791524,2,0.703125,0.703125,1.6900062747299671,1,2,0.703125,0.703125,118.24010698869824,2,0.703125,0.703125,1.828955102711916,1,2,0.703125,0.703125,120.07373412698507,2,0.703125,0.703125,1.7949036732316017,1,2,0.703125,0.703125,116.0234861522913,2,0.703125,0.703125,1.7251315377652645,1,2,0.703125,0.703125,125.6448478512466,2,0.703125,0.703125,1.9903173409402513,1
Trial21,6,16,96,96,0.0416666666666666,2.0,1.3333333333333333,4,0.0208333333333333,0.0138888888888888,0.0416666666666666,AR1rcp,13.64199575058651,0.9523404520558222,0.999999,0.6292072736179766,AR1rcp,11.91614013544347,0.8799367370088084,0.933782744055632,0.8671660225746982,17.95448439151174,1156.0052805244925,6,0.4583333333333333,0.9166666666666666,0.3502397127447239,4,0.5104166666666667,0.8541666666666666,4002.0604754313827,4,0.5,0.8541666666666666,19.48326636850834,3,4,0.5,0.8645833333333334,4473.586545867845,4,0.5,0.8645833333333334,0.12612691149115562,2,2,0.71875,0.71875,938.7665435113012,2,0.71875,0.71875,0.014758393168449402,2,2,0.71875,0.71875,1088.0158337764442,2,0.71875,0.71875,0.023429162800312042,2,2,0.71875,0.71875,1240.317416280508,2,0.71875,0.71875,0.015505902469158173,2,2,0.71875,0.71875,1284.5165026672184,2,0.71875,0.71875,0.01658814772963524,2,2,0.71875,0.71875,1263.833430018276,2,0.71875,0.71875,0.014009758830070496,2
Trial89,9,12,108,108,0.037037037037037,2.0,1.3333333333333333,4,0.0185185185185185,0.0123456790123456,0.037037037037037,AR1r,9.825609090511245,0.8010693069850323,0.0,0.0,IID,8.120855795176585,0.0,0.0,0.0,23.062609157600548,962.6191294770688,7,0.4259259259259259,0.925925925925926,0.6306226328016464,7,0.4259259259259259,0.925925925925926,837.0113360360264,7,0.4074074074074074,0.9074074074074074,0.02310004271566868,1,4,0.5092592592592593,0.8240740740740741,3958.0994927790016,4,0.5092592592592593,0.8240740740740741,0.018499691039323807,2,2,0.537037037037037,0.537037037037037,2035.985111631453,2,0.537037037037037,0.537037037037037,0.015214126556884366,2,2,0.537037037037037,0.537037037037037,2551.373182944953,2,0.537037037037037,0.537037037037037,0.015020780265786016,3,2,0.537037037037037,0.537037037037037,2547.635726559907,2,0.537037037037037,0.537037037037037,0.01271582767367363,3,2,0.537037037037037,0.537037037037037,2626.1273204647005,2,0.537037037037037,0.537037037037037,0.014495428651571274,3,2,0.537037037037037,0.537037037037037,2337.4247446656227,2,0.537037037037037,0.537037037037037,0.012819856405258179,3
Trial93,16,8,128,128,0.078125,1.0,1.0,10,0.0078125,0.0078125,0.078125,AR1rc,9.702514341656071,0.3544068483804587,0.686597411793219,0.0,AR1cp,5.531676926893593,0.0,0.2486209526258817,1.124762671990633,17.775171023096505,1148.2124581951648,7,0.421875,0.90625,0.838764064013958,5,0.421875,0.828125,793.8635191824292,4,0.4375,0.8203125,0.6800492499016855,1,4,0.4375,0.8203125,1147.6673156246545,4,0.4375,0.8203125,0.3931789975608808,1,2,0.578125,0.578125,652.3722321875393,2,0.578125,0.578125,0.34834031760692596,1,2,0.578125,0.578125,655.5037485510111,2,0.578125,0.578125,0.32040485739707947,1,2,0.578125,0.578125,654.8371026404202,2,0.578125,0.578125,0.33309169858694077,1,2,0.578125,0.578125,677.1310688629746,2,0.578125,0.578125,0.3305894695222378,1,2,0.6015625,0.6015625,778.7966237701476,2,0.6015625,0.6015625,0.4826568476855755,1
Trial30,6,8,48,48,0.0416666666666666,1.0,1.0,2,0.0208333333333333,0.0208333333333333,0.0416666666666666,AR1rc,18.07312556017147,0.2545390899970412,0.7456440581850886,0.0,AR1r,15.89763007851825,0.694016751829343,0.0,0.0,9.212937765864911,79.60476123355329,2,0.8125,0.8125,0.04418870806694031,2,0.8125,0.8125,7.35525793582201,2,0.8125,0.8125,0.010820938274264336,1,2,0.8125,0.8125,19.54111068509519,2,0.8125,0.8125,0.011259390041217898,1,2,0.8125,0.8125,22.6395502910018,2,0.8125,0.8125,0.06452691182493808,1,2,0.8125,0.8125,16.271247807890177,2,0.8125,0.8125,0.021505307406187057,1,2,0.8125,0.8125,18.739444114267823,2,0.8125,0.8125,0.019425369799140668,1,1,0.6875,0.6875,10.021426286548376,1,0.6875,0.6875,0.05973578616976738,1,1,0.6875,0.6875,10.486310753971338,1,0.6875,0.6875,0.06034429371356964,1
Trial65,7,16,112,112,0.0,,,0,,,0.0,AR1rc,9.2497407505006,0.8883488825402033,0.221982644481775,0.0,AR1rcp,11.92821115248936,0.7265748208661239,0.7969742119033377,1.178014556610871,81.72282525008893,855.0094075892121,8,0.2767857142857143,0.9017857142857144,0.4900528583675623,5,0.5803571428571428,0.9107142857142856,7499.47613052465,9,0.3482142857142857,0.9285714285714286,0.017403503879904747,3,4,0.6160714285714286,0.9464285714285714,3844.0912641156465,4,0.6160714285714286,0.9464285714285714,0.017809214072258328,2,2,0.8928571428571429,0.8928571428571429,2095.8370708711445,2,0.8928571428571429,0.8928571428571429,0.014441434293985367,3,2,0.8928571428571429,0.8928571428571429,2400.1598606072366,2,0.8928571428571429,0.8928571428571429,0.04876776039600372,3,2,0.8928571428571429,0.8928571428571429,2080.9282397963107,2,0.8928571428571429,0.8928571428571429,0.01540728285908699,3,2,0.8928571428571429,0.8928571428571429,2261.217308308929,2,0.8928571428571429,0.8928571428571429,0.017408516258001328,3,2,0.8928571428571429,0.8928571428571429,1895.148886248469,2,0.8928571428571429,0.8928571428571429,0.012387678027607762,3
Trial11,5,10,50,50,0.26,8.0,2.6,13,0.16,0.052,0.26,IID,13.04716211697129,0.0,0.0,0.0,IID,6.794111322733078,0.0,0.0,0.0,0.398421274607557,64.01925544440746,1,0.7,0.7,0.3375570587813854,1,0.7,0.7,4.419139679521322,1,0.7,0.7,0.00911729410290718,1,1,0.7,0.7,17.559822449460626,1,0.7,0.7,0.008671026676893234,1,1,0.7,0.7,4.60523759201169,1,0.7,0.7,0.017926227301359177,1,1,0.7,0.7,4.648501537740231,1,0.7,0.7,0.015261195600032806,1,1,0.7,0.7,4.897019997239113,1,0.7,0.7,0.01855401322245598,1,1,0.7,0.7,4.817812133580446,1,0.7,0.7,0.018117308616638184,1,1,0.7,0.7,4.0615024715662,1,0.7,0.7,0.01359538733959198,1
Trial52,15,4,60,60,0.2333333333333333,3.0,1.75,14,0.05,0.0291666666666666,0.2333333333333333,IID,7.881685919630917,0.0,0.0,0.0,AR1c,12.02498662590855,0.0,0.7180114248001056,0.0,7.77200602718159,271.12064782716334,3,0.7666666666666666,0.95,0.057665396481752396,3,0.7666666666666666,0.95,53.83713501691818,3,0.7666666666666666,0.95,0.01501752994954586,1,3,0.7666666666666666,0.95,127.67878146842128,3,0.7666666666666666,0.95,0.01511750556522884,1,2,1.0,1.0,267.97208589687943,2,1.0,1.0,0.017927058041095734,2,2,1.0,1.0,197.57720901072025,2,1.0,1.0,0.015494547784271617,2,2,1.0,1.0,203.114391438663,2,1.0,1.0,0.013553354889154434,2,2,1.0,1.0,209.25793519616127,2,1.0,1.0,0.016262680292129517,2,2,1.0,1.0,338.05427469685674,2,1.0,1.0,0.026850126683712006,2
Trial5,9,12,108,108,0.0833333333333333,3.0,1.2857142857142858,9,0.0277777777777777,0.0119047619047619,0.0833333333333333,AR1rc,12.89892718349453,0.4828815692641979,0.5316591209510093,0.0,AR1rcp,11.99412638952665,0.7342289141416232,0.9439454320240293,1.343807785206282,17.775189759423895,623.0344624761492,9,0.2592592592592593,0.8703703703703703,0.24641583301126957,5,0.5092592592592593,0.8888888888888888,4138.200849024579,6,0.4907407407407407,0.9166666666666666,28.80529947578907,3,3,0.6111111111111112,0.8796296296296297,2148.6926120165735,3,0.6111111111111112,0.8796296296296297,0.01571434736251831,3,2,0.6851851851851851,0.6851851851851851,1001.1052153781056,2,0.6851851851851851,0.6851851851851851,0.01833115518093109,2,2,0.6851851851851851,0.6851851851851851,620.709331382066,2,0.6851851851851851,0.6851851851851851,0.014713283628225327,2,2,0.6851851851851851,0.6851851851851851,622.977440584451,2,0.6851851851851851,0.6851851851851851,0.0171116404235363,2,2,0.6851851851851851,0.6851851851851851,636.8361087590456,2,0.6851851851851851,0.6851851851851851,0.015199936926364899,2,2,0.6851851851851851,0.6851851851851851,604.916021309793,2,0.6851851851851851,0.6851851851851851,0.01393117755651474,2
Trial31,15,4,60,60,0.0333333333333333,1.0,1.0,2,0.0166666666666666,0.0166666666666666,0.0333333333333333,AR1r,7.780581955087513,0.8345858104097567,0.0,0.0,IID,10.62150568014717,0.0,0.0,0.0,9.323743260776872,140.21594912558794,3,0.55,0.8166666666666667,0.08809552527964115,3,0.55,0.8166666666666667,24.82429078966379,3,0.55,0.8166666666666667,0.014028275385499,1,3,0.6166666666666667,0.8333333333333334,138.07660490460694,3,0.6166666666666667,0.8333333333333334,0.013936413452029228,2,2,0.65,0.65,94.13151015341282,2,0.65,0.65,0.049620628356947805,2,2,0.65,0.65,74.55932234227657,2,0.65,0.65,0.012240245938301086,2,2,0.65,0.65,77.98968166485429,2,0.65,0.65,0.01523081585764885,2,2,0.65,0.65,80.61213844642043,2,0.65,0.65,0.015008006244897842,2,2,0.65,0.65,67.80601147562265,2,0.65,0.65,0.010800037533044815,2
Trial32,8,16,128,128,0.03125,1.0,1.0,4,0.0078125,0.0078125,0.03125,IID,6.919513414769254,0.0,0.0,0.0,AR1rcp,10.48604981830392,0.6494992626544601,0.9923263795423408,1.999146878720792,47.570601744088975,621.579038893804,4,0.796875,0.953125,0.03972502052783966,3,0.875,1.0,645.7513943500819,3,0.8203125,1.0,0.01298367790877819,2,2,1.0,1.0,122.32823568396248,2,1.0,1.0,0.5948356874287128,1,2,1.0,1.0,73.26942836493254,2,1.0,1.0,0.018917258828878403,1,2,1.0,1.0,84.47251481562853,2,1.0,1.0,0.02082844078540802,1,2,1.0,1.0,72.26294662803411,2,1.0,1.0,0.016238979995250702,1,2,1.0,1.0,77.62110018357635,2,1.0,1.0,0.02103373035788536,1,2,1.0,1.0,71.3542461283505,2,1.0,1.0,0.017440255731344223,1
Trial6,6,16,96,96,0.0,,,0,,,0.0,AR1c,6.368694903169524,0.0,0.5813978428572755,0.0,AR1rp,8.292238495323897,0.999999,0.0,1.405032490322324,47.717721653249285,582.0394732020795,5,0.7083333333333333,0.9583333333333334,0.12986495159566402,2,0.7291666666666667,0.7291666666666667,943.2380182798952,3,0.625,0.6875,0.012948641553521156,3,2,0.7083333333333333,0.7083333333333333,458.02738902904093,2,0.7083333333333333,0.7083333333333333,0.012418696656823158,2,2,0.7083333333333333,0.7083333333333333,225.36408180743456,2,0.7083333333333333,0.7083333333333333,0.03071378543972969,1,2,0.7083333333333333,0.7083333333333333,243.2714727073908,2,0.7083333333333333,0.7083333333333333,0.019545484334230423,1,2,0.7083333333333333,0.7083333333333333,237.4889923594892,2,0.7083333333333333,0.7083333333333333,0.02280190959572792,1,2,0.7083333333333333,0.7083333333333333,240.90652367845172,2,0.7083333333333333,0.7083333333333333,0.028464145958480458,1,2,0.7083333333333333,0.7083333333333333,209.560061506927,2,0.7083333333333333,0.7083333333333333,0.016702037304639816,1
Trial83,6,16,96,96,0.0208333333333333,1.0,1.0,2,0.0104166666666666,0.0104166666666666,0.0208333333333333,AR1rc,10.39545169905282,0.8145966347547551,0.7567221215746428,0.0,AR1r,13.6419459285919,0.625,0.0,0.0,73.73076119342751,460.8537311833352,6,0.5,0.9375,0.26786093786358833,6,0.5,0.9375,353.1154484208673,6,0.5,0.9375,0.020407697185873985,1,4,0.3958333333333333,0.8645833333333334,1617.8590718954802,4,0.3958333333333333,0.8645833333333334,0.016719788312911987,2,2,0.875,0.875,831.5475705973804,2,0.875,0.875,0.01996558904647827,2,2,0.875,0.875,854.3529508188367,2,0.875,0.875,0.016628563404083252,2,2,0.875,0.875,784.0000250227749,2,0.875,0.875,0.016255706548690796,2,2,0.875,0.875,819.5989030860364,2,0.875,0.875,0.01296139508485794,2,2,0.875,0.875,774.7538908198476,2,0.875,0.875,0.012651290744543076,2
Trial66,8,16,128,128,0.0,,,0,,,0.0,AR1rc,6.160889995449359,0.7672906456346338,0.3341149481897536,0.0,AR1rc,12.30914069264574,0.6597471007696549,0.9311431658971112,0.0,34.844876371137914,684.3818732555956,5,0.5859375,0.8828125,0.2768200170248747,5,0.5859375,0.8828125,390.0907022282481,5,0.5859375,0.8828125,0.018695194274187088,1,4,0.6484375,0.8125,3082.4230705052614,4,0.6484375,0.8125,0.017009083181619644,3,2,0.671875,0.671875,690.6060530729592,2,0.671875,0.671875,0.013356033712625504,2,2,0.671875,0.671875,777.595046132803,2,0.671875,0.671875,0.015457864850759506,2,2,0.671875,0.671875,698.5945155769587,2,0.671875,0.671875,0.015326663851737976,2,2,0.671875,0.671875,901.4239878728986,2,0.671875,0.671875,0.019569110125416955,2,2,0.671875,0.671875,800.0484590381384,2,0.671875,0.671875,0.013403631746768951,2
Trial88,12,5,60,60,0.1666666666666666,3.0,1.4285714285714286,10,0.05,0.0238095238095238,0.1666666666666666,AR1rp,6.544532636247026,0.8691999748714221,0.0,0.988606762039418,AR1rcp,5.930835843827762,0.2251815718776589,0.614716929405264,0.0091274694507957,7.041524440201947,133.95366988144815,3,0.6333333333333333,0.8666666666666667,0.27370231971144676,3,0.6333333333333333,0.8666666666666667,21.633632622659206,3,0.65,0.8666666666666667,0.01541430689394474,1,3,0.7166666666666667,0.8833333333333333,185.3789343778044,3,0.7166666666666667,0.8833333333333333,0.012894282117486,2,2,0.8833333333333333,0.8833333333333333,163.76280829682946,2,0.8833333333333333,0.8833333333333333,0.01643182709813118,2,2,0.8833333333333333,0.8833333333333333,120.8033909536898,2,0.8833333333333333,0.8833333333333333,0.01436293125154009,2,2,0.8833333333333333,0.8833333333333333,136.78054223954678,2,0.8833333333333333,0.8833333333333333,0.012456282973317911,2,2,0.8833333333333333,0.8833333333333333,135.44057573750615,2,0.8833333333333333,0.8833333333333333,0.014948390424251556,2,2,0.8833333333333333,0.8833333333333333,118.17986034229398,2,0.8833333333333333,0.8833333333333333,0.011510223150267507,2
Trial59,5,10,50,50,0.18,8.0,4.5,9,0.16,0.09,0.18,AR1c,8.905208388819277,0.0,0.712871508196987,0.0,AR1rc,11.38515735769228,0.4430808916268808,0.5072470209949823,0.0,4.656757404119844,110.97872919216752,3,0.74,0.86,0.07602159678936005,2,0.8,0.8,60.72934143431485,2,0.84,0.84,0.011564245447516441,2,2,0.84,0.84,43.4215949550271,2,0.84,0.84,1.468579314649105,1,2,0.84,0.84,46.138068955391645,2,0.84,0.84,0.019661951810121536,1,2,0.84,0.84,43.41944690793753,2,0.84,0.84,0.01668678969144821,1,1,0.62,0.62,25.312369495630264,1,0.62,0.62,0.12741613388061523,1,1,0.62,0.62,26.98655950278044,1,0.62,0.62,1.291663277894255,1,1,0.62,0.62,21.115501947700977,1,0.62,0.62,0.09954002127051353,1
Trial27,9,16,144,144,0.1388888888888889,3.0,1.25,20,0.0208333333333333,0.0086805555555555,0.1388888888888889,AR1rc,14.95370075213033,0.144510059311302,0.8193983464425173,0.0,AR1rc,9.258917030935637,0.7390466406984219,0.813548671735225,0.0,43.19535506180658,631.5962339378893,7,0.4652777777777778,0.9861111111111112,0.5132070537656546,4,0.5555555555555556,0.9583333333333334,2647.734895080328,5,0.5902777777777778,0.9583333333333334,0.017747439444065094,3,4,0.5902777777777778,0.9583333333333334,577.4618260841817,4,0.5902777777777778,0.9583333333333334,36.141154170036316,1,2,0.9861111111111112,0.9861111111111112,457.0205775760114,2,0.9861111111111112,0.9861111111111112,0.013144996017217636,2,2,0.9861111111111112,0.9861111111111112,499.7226089127362,2,0.9861111111111112,0.9861111111111112,0.017292685806694408,2,2,0.9861111111111112,0.9861111111111112,470.60805912315845,2,0.9861111111111112,0.9861111111111112,0.015319973230361938,2,2,0.9861111111111112,0.9861111111111112,463.9331440106034,2,0.9861111111111112,0.9861111111111112,0.1197449117898941,2,2,0.9861111111111112,0.9861111111111112,488.3753953836858,2,0.9861111111111112,0.9861111111111112,0.014831673353853603,2
Trial20,16,4,64,64,0.09375,1.0,1.0,6,0.015625,0.015625,0.09375,AR1rcp,19.14782906013266,0.9823508250876006,0.9831884962262372,0.2841987142436466,AR1r,8.468630056814007,0.7486006915381244,0.0,0.0,20.9126799476857,788.0954352393746,3,0.765625,0.921875,0.07619906216859818,3,0.765625,0.921875,327.7043123058975,3,0.765625,0.875,0.012938784435391426,1,1,0.609375,0.609375,560.2631163429469,1,0.609375,0.609375,0.041257984936237335,1,1,0.609375,0.609375,44.0836178176105,1,0.609375,0.609375,0.017740152776241302,1,1,0.609375,0.609375,43.35479363054037,1,0.609375,0.609375,0.016004186123609543,1,1,0.609375,0.609375,45.2309202440083,1,0.609375,0.609375,0.01818755641579628,1,1,0.609375,0.609375,49.224501106888056,1,0.609375,0.609375,0.03108689934015274,1,1,0.609375,0.609375,39.69838526472449,1,0.609375,0.609375,0.014157086610794067,1
